"Sector.Detail","Sector","Size","Part.Of.Larger.Firm","Num.Establishments","Headquarters","Separate.Financial.Statements","Firm.Status","Establishment.Begin.Year","Electrical.Application","Electrical.Wait","Power.Outage","Num.Power.Outages","Power.Outage.Duration.Hours","Power.Outage.Duration.Minutes","Generator","Generator.Use","Water.Application","Water.Wait","Water.Outage","Num.Water.Outages","Water.Outage.Duration","Email","Website","Main.Activity","Sales.Nominal","Theft.Loss","Breakage.Loss","Capacity.Utilization","Operation.Hours","Capital.Purchases.Bool","Capital.Purchases.Amount","Upgraded.Capital.Bool","Upgraded.Capital.Percent","Land.Buildings.Amount","Full.Time.Employees","Full.Time.Employees.Production","Full.Time.Employees.Non.Production","Full.Time.Employees.Production.High.Skill","Full.Time.Employees.Production.Mid.Skill","Full.Time.Employees.Production.Low.Skill","Full.Time.Employees.Temporary","Full.Time.Employees.Temporary.Duration","Full.Time.Employees.Secondary.School.Percent","Labor.Cost","Raw.Material.Cost","Electricity.Cost","Total.Cost","Capital.Value","Country"
52,2,1,1,2,2,NA,3,2008,2,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,1,2,2,-9,NA,NA,NA,NA,-9,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,NA,100,-9,NA,1000,NA,NA,"Peru"
18,1,1,2,NA,NA,NA,3,1991,2,NA,1,2,3,0,2,NA,2,NA,2,NA,NA,1,1,1,950000,0,0,60,48,2,NA,NA,NA,NA,18,14,4,2,12,0,0,NA,100,250000,-9,24000,-9,-9,"Peru"
15,1,1,2,NA,NA,NA,2,2011,1,120,1,0,NA,NA,1,0,2,NA,1,1,6,1,1,1,1e+06,NA,NA,60,112,1,360000,1,30,120000,18,6,12,3,3,0,12,4,90,360000,360000,60000,780000,300000,"Peru"
51,3,1,2,NA,NA,NA,5,2007,2,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,1,2,3,7e+05,NA,NA,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,0,NA,100,70000,NA,2000,NA,NA,"Peru"
18,1,1,2,NA,NA,NA,3,2006,2,NA,1,0,NA,NA,2,NA,2,NA,-7,NA,NA,1,1,1,4e+05,NA,NA,70,45,1,16000,1,100,0,5,2,3,0,1,1,10,6,100,100000,150000,3000,300000,40000,"Peru"
60,3,1,2,NA,NA,NA,5,2007,2,NA,1,1,1,0,1,5,2,NA,NA,NA,NA,1,2,6,-9,NA,NA,NA,NA,2,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,0,NA,100,-9,NA,3000,NA,NA,"Peru"
29,1,1,2,NA,NA,NA,2,1988,2,NA,1,3,6,0,2,NA,2,NA,2,NA,NA,1,1,1,-9,0,0,50,48,2,NA,NA,NA,NA,9,4,5,4,0,0,2,3,100,120000,90000,15000,225000,100000,"Peru"
18,1,1,2,NA,NA,NA,3,1995,2,NA,1,0,NA,NA,2,NA,2,NA,2,NA,NA,1,2,1,7e+05,NA,NA,100,54,2,NA,NA,NA,NA,8,4,4,0,3,1,2,1,-9,-9,500000,300,600000,180000,"Peru"
52,2,1,2,NA,NA,NA,2,2005,2,NA,1,0,NA,NA,2,NA,2,NA,NA,NA,NA,1,1,2,177914,NA,NA,NA,NA,1,26500,1,30,0,6,NA,NA,NA,NA,NA,2,5,100,-9,NA,3060,NA,NA,"Peru"
18,1,2,2,NA,NA,NA,2,2003,2,NA,1,0,NA,NA,2,NA,2,NA,2,NA,NA,1,2,1,1318109,NA,NA,70,60,1,50000,1,30,0,25,22,3,2,3,17,0,NA,-9,420000,1199404,19000,-9,600000,"Peru"
18,1,1,1,7,1,2,2,1992,1,7,1,0,NA,NA,2,NA,2,NA,2,NA,NA,1,2,1,3e+05,NA,NA,80,70,2,NA,NA,NA,NA,12,4,8,3,1,0,8,3,100,50000,150000,7200,260000,70000,"Peru"
45,3,2,2,NA,NA,NA,5,2000,2,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,1,1,4,4e+06,NA,NA,NA,NA,1,-9,NA,NA,-9,30,NA,NA,NA,NA,NA,-9,NA,100,-9,NA,-9,NA,NA,"Peru"
25,1,1,1,4,1,2,3,2010,1,90,1,2,2,0,2,NA,2,NA,2,NA,NA,1,2,1,-9,0,0,100,98,1,-9,NA,NA,0,18,9,9,2,6,1,0,NA,100,-9,-9,-9,-9,-9,"Peru"
51,3,1,2,NA,NA,NA,5,2008,2,NA,1,-9,NA,NA,2,NA,2,NA,NA,NA,NA,1,2,3,2e+06,NA,NA,NA,NA,1,63000,1,100,0,5,NA,NA,NA,NA,NA,2,5,100,90000,NA,2000,NA,NA,"Peru"
